No,Kode PT,Nama Institusi,Klaster,Sinta Score Overall,Sinta Score 3Yr,Sinta ID Link
401,61014,Universitas Darul Ulum Islamic Centre Sudirman,Madya,0,3,2559
402,121002,Universitas Darussalam Ambon,Madya,0,3,3308
403,21023,Universitas Dehasen Bengkulu,Madya,0,3,854
404,101024,Universitas Dharma Andalas,Madya,0,3,2911
405,61068,Universitas Dharma AUB Surakarta,Madya,0,3,8244599
406,21050,Universitas Dharma Wacana,Madya,0,3,8245141
407,11012,Universitas Dharmawangsa,Madya,0,3,590
408,101034,Universitas Dinamika Bangsa,Madya,0,3,2966
409,31043,Universitas Dirgantara Marsekal Suryadarma,Madya,0,3,1088
410,61047,Universitas Duta Bangsa Surakarta,Madya,0,3,125
411,81005,Universitas Dwijendra,Madya,0,3,2367
412,101003,Universitas Ekasakti,Madya,0,3,2891
413,151002,Universitas Flores,Madya,0,3,2382
414,101032,Universitas Fort De Kock,Madya,0,3,2978
415,131008,Universitas Gajah Putih,Madya,0,3,3359
416,41082,Universitas Global Jakarta,Madya,0,3,1127
417,161013,Universitas Gorontalo,Madya,0,3,2557
418,11015,Universitas Graha Nusantara,Madya,0,3,592
419,11057,Universitas Haji Sumatera Utara,Madya,0,3,692
420,61048,Universitas Harapan Bangsa,Madya,0,3,370
421,11049,Universitas Harapan Medan,Madya,0,3,620
422,71105,Universitas Hayam Wuruk Perbanas,Madya,0,3,2133
423,21007,Universitas IBA,Madya,0,3,838
424,11058,Universitas IBBI,Madya,0,3,8244481
425,171033,Universitas Ibnu Sina,Madya,0,3,2965
426,71095,Universitas Ibrahimy,Madya,0,3,8142
427,161014,Universitas Ichsan Gorontalo,Madya,0,3,2559
428,31072,Universitas Indonesia Maju,Madya,0,3,8244514
429,41093,Universitas Indonesia Membangun,Madya,0,3,8244442
430,41046,Universitas Informatika dan Bisnis Indonesia,Madya,0,3,1433
431,71111,Universitas Insan Budi Utomo,Madya,0,3,8244835
432,41110,Universitas Insan Pembangunan Indonesia,Madya,0,3,8244635
433,71089,Universitas Internasional Semen Indonesia,Madya,0,3,2118
434,41059,Universitas Islam Al-Ihya Kuningan,Madya,0,3,1446
435,31021,Universitas Islam As-syafiiyah,Madya,0,3,1069
436,61015,Universitas Islam Batik,Madya,0,3,2561
437,171017,Universitas Islam Indragiri,Madya,0,3,2904
438,31003,Universitas Islam Jakarta,Madya,0,3,3355
439,71040,Universitas Islam Kadiri,Madya,0,3,8244550
440,171023,Universitas Islam Kuantan Singingi,Madya,0,3,2910
441,71068,Universitas Islam Madura,Madya,0,3,2095
442,41005,Universitas Islam Syekh-Yusuf,Madya,0,3,1395
443,131001,Universitas Jabal Ghafur,Madya,0,3,3353
444,31006,Universitas Jayabaya,Madya,0,3,1056
445,51025,Universitas Jenderal Achmad Yani Yogyakarta,Madya,0,3,1917
446,71039,Universitas Kadiri,Madya,0,3,2067
447,71019,Universitas Katolik Darma Cendika,Madya,0,3,2906
448,161011,Universitas Katolik De La Salle,Madya,0,3,2555
449,151016,Universitas Katolik Indonesia Santu Paulus Ruteng,Madya,0,3,2423
450,21027,Universitas Katolik Musi Charitas,Madya,0,3,859
451,151001,Universitas Katolik Widya Mandira Kupang,Madya,0,3,2381
452,41096,Universitas Kebangsaan Republik Indonesia,Madya,0,3,1424
453,71081,Universitas KH. A. Wahab Hasbullah,Madya,0,3,2108
454,161002,Universitas Klabat,Madya,0,3,2533
455,31008,Universitas Krisnadwipayana,Madya,0,3,1058
456,51010,Universitas Kristen Immanuel,Madya,0,3,1875
457,121003,Universitas Kristen Indonesia Maluku,Madya,0,3,3309
458,91003,Universitas Kristen Indonesia Paulus,Madya,0,3,2529
459,161001,Universitas Kristen Indonesia Tomohon,Madya,0,3,2531
460,91020,Universitas Kristen Indonesia Toraja,Madya,0,3,2546
461,111008,Universitas Kutai Kartanegara Tenggarong,Madya,0,3,3139
462,41117,Universitas La Tansa Mashiro,Madya,0,3,8244826
463,91021,Universitas Lakidende Unaaha,Madya,0,3,2547
464,41104,Universitas Logistik dan Bisnis Internasional,Madya,0,3,8244633
465,71074,Universitas Ma Chung,Madya,0,3,2101
466,71086,Universitas Maarif Hasyim Latif,Madya,0,3,2115
467,161015,Universitas Madako Tolitoli,Madya,0,3,2561
468,71048,Universitas Madura,Madya,0,3,2076
469,41032,Universitas Mathla ul Anwar,Madya,0,3,1420
470,101051,Universitas Mercubaktijaya,Madya,0,3,8244981
471,71042,Universitas Merdeka Madiun,Madya,0,3,2070
472,101044,Universitas Metamedia,Madya,0,3,2964
473,61036,Universitas Muhadi Setiabudi,Madya,0,3,50
474,111023,Universitas Muhammadiyah Banjarmasin,Madya,0,3,3152
475,81048,Universitas Muhammadiyah Bima,Madya,0,3,8244637
476,91069,Universitas Muhammadiyah Bone,Madya,0,3,2578
477,91061,Universitas Muhammadiyah Bulukumba,Madya,0,3,2579
478,91032,Universitas Muhammadiyah Buton,Madya,0,3,2558
479,41029,Universitas Muhammadiyah Cirebon,Madya,0,3,1417
480,91065,Universitas Muhammadiyah Enrekang,Madya,0,3,2580
481,161018,Universitas Muhammadiyah Gorontalo,Madya,0,3,2568
482,101031,Universitas Muhammadiyah Jambi,Madya,0,3,2980
483,71096,Universitas Muhammadiyah Lamongan,Madya,0,3,2234
484,161008,Universitas Muhammadiyah Luwuk,Madya,0,3,2551
485,121005,Universitas Muhammadiyah Maluku Utara,Madya,0,3,3311
486,161026,Universitas Muhammadiyah Manado,Madya,0,3,8244607
487,21004,Universitas Muhammadiyah Metro,Madya,0,3,835
488,101045,Universitas Muhammadiyah Muara Bungo,Madya,0,3,3035
489,111009,Universitas Muhammadiyah Palangka Raya,Madya,0,3,3140
490,161003,Universitas Muhammadiyah Palu,Madya,0,3,2537
491,61052,Universitas Muhammadiyah Pekajangan Pekalongan,Madya,0,3,8424
492,111013,Universitas Muhammadiyah Pontianak,Madya,0,3,3143
493,21034,Universitas Muhammadiyah Pringsewu Lampung,Madya,0,3,8472
494,141001,Universitas Muhammadiyah Sorong,Madya,0,3,3453
495,11014,Universitas Muhammadiyah Tapanuli Selatan,Madya,0,3,3144
496,41061,Universitas Muhammadiyah Tasikmalaya,Madya,0,3,1448
497,21037,Universitas Multi Data Palembang,Madya,0,3,8244441
498,91053,Universitas Muslim Maros,Madya,0,3,4805
499,71082,Universitas Nahdlatul Ulama Sidoarjo,Madya,0,3,2110
500,101028,Universitas Nahdlatul Ulama Sumatera Barat,Madya,0,3,2915
501,71088,Universitas Nahdlatul Ulama Sunan Giri,Madya,0,3,2117
502,71008,Universitas Narotama,Madya,0,3,2040
503,61044,Universitas Ngudi Waluyo,Madya,0,3,1996
504,81002,Universitas Ngurah Rai,Madya,0,3,2364
505,11063,Universitas Nias,Madya,0,3,8244510
506,11061,Universitas Nias Raya,Madya,0,3,8244516
507,71124,Universitas Noor Huda Mustofa,Madya,0,3,8245218
508,101036,Universitas Nurdin Hamzah,Madya,0,3,2941
509,41025,Universitas Nurtanio Bandung,Madya,0,3,1413
510,71094,Universitas Nurul Jadid,Madya,0,3,4820
511,41020,Universitas Nusa Bangsa,Madya,0,3,1408
512,171029,Universitas Pahlawan Tuanku Tambusai,Madya,0,3,3026
513,111004,Universitas Panca Bhakti,Madya,0,3,3135
514,71038,Universitas Panca Marga,Madya,0,3,2066
515,91017,Universitas Pancasakti,Madya,0,3,4796
516,31041,Universitas Paramadina,Madya,0,3,1086
517,171021,Universitas Pasir Pengaraian,Madya,0,3,2908
518,91075,Universitas Patompo,Madya,0,3,2609
519,41072,Universitas Pelita Bangsa,Madya,0,3,626
520,11025,Universitas Pembinaan Masyarakat Indonesia,Madya,0,3,8360
521,101035,Universitas Perintis Indonesia,Madya,0,3,2989
522,41063,Universitas Perjuangan Tasikmalaya,Madya,0,3,1450
523,31020,Universitas Persada Indonesia Yai,Madya,0,3,1068
524,31062,Universitas Pertamina,Madya,0,3,1106
525,71065,Universitas Pesantren Tinggi Darul Ulum,Madya,0,3,2091
526,71106,Universitas PGRI Argopuro Jember,Madya,0,3,2124
527,71075,Universitas PGRI Banyuwangi,Madya,0,3,2103
528,71115,Universitas PGRI Jombang,Madya,0,3,8244860
529,111034,Universitas PGRI Kalimantan,Madya,0,3,8244890
530,111035,Universitas PGRI Pontianak,Madya,0,3,8245023
531,71073,Universitas PGRI Ronggolawe,Madya,0,3,2100
532,21039,Universitas PGRI Silampari,Madya,0,3,863
533,71100,Universitas PGRI Wiranegara,Madya,0,3,2154
534,11046,Universitas Potensi Utama,Madya,0,3,610
535,31067,Universitas Pradita,Madya,0,3,1233
536,81050,Universitas Primakara,Madya,0,3,8244855
537,21005,Universitas Prof Dr Hazairin SH,Madya,0,3,3311
538,31014,Universitas Prof Dr Moestopo (Beragama),Madya,0,3,1062
539,91057,Universitas Puangrimaggalatung,Madya,0,3,8257
540,171019,Universitas Putera Batam,Madya,0,3,2906
541,61060,Universitas Putra Bangsa,Madya,0,3,170
542,11040,Universitas Quality,Madya,0,3,605
543,31027,Universitas Respati Indonesia,Madya,0,3,1075
544,11069,Universitas Royal,Madya,0,3,8245000
545,61033,Universitas Sahid Surakarta,Madya,0,3,57
546,61030,Universitas Sains Alqur an,Madya,0,3,24
547,141002,Universitas Sains dan Teknologi Jayapura,Madya,0,3,3454
548,81016,Universitas Samawa,Madya,0,3,2379
549,21003,Universitas Sang Bumi Ruwa Jurai,Madya,0,3,3309
550,11045,Universitas Sari Mutiara Indonesia,Madya,0,3,609
551,31025,Universitas Satya Negara Indonesia,Madya,0,3,1073
552,41097,Universitas Sebelas April,Madya,0,3,8244460
553,131005,Universitas Serambi Mekkah,Madya,0,3,3357
554,41049,Universitas Serang Raya,Madya,0,3,1436
555,61022,Universitas Setia Budi,Madya,0,3,58
556,31078,Universitas Siber Indonesia,Madya,0,3,8298
557,61006,Universitas Slamet Riyadi,Madya,0,3,23
558,71120,Universitas STRADA Indonesia,Madya,0,3,8245098
559,1054,Universitas Sulawesi Barat,Madya,0,3,517
560,101037,Universitas Sumatera Barat,Madya,0,3,8244422
561,41030,Universitas Suryakancana,Madya,0,3,1418
562,101053,Universitas Syedza Saintika,Madya,0,3,8245002
563,21011,Universitas Tamansiswa,Madya,0,3,843
564,101005,Universitas Tamansiswa,Madya,0,3,4505
565,91074,Universitas Teknologi Akba Makassar,Madya,0,3,8244583
566,51028,Universitas Teknologi Digital Indonesia,Madya,0,3,1897
567,81030,Universitas Teknologi Sumbawa,Madya,0,3,2390
568,1060,Universitas Timor,Madya,0,3,551
569,11029,Universitas Tjut Nyak Dhien,Madya,0,3,599
570,161009,Universitas Tompotika Luwuk,Madya,0,3,2552
571,71061,Universitas Tribhuwana Tungga Dewi,Madya,0,3,2088
572,21008,Universitas Tridinanti,Madya,0,3,839
573,21014,Universitas Tulang Bawang,Madya,0,3,846
574,71041,Universitas Tulungagung,Madya,0,3,8244621
575,61018,Universitas Widya Dharma,Madya,0,3,2568
576,111007,Universitas Widya Gama Mahakam Samarinda,Madya,0,3,3138
577,51008,Universitas Widya Mataram,Madya,0,3,2385
578,61007,Universitas Wijayakusuma Purwokerto,Madya,0,3,63
579,41022,Universitas Winaya Mukti,Madya,0,3,1410
580,41014,Universitas Wiralodra,Madya,0,3,1402
581,71058,Universitas Wiraraja,Madya,0,3,2086
582,71028,Universitas Wisnuwardhana,Madya,0,3,504
583,141003,Universitas Yapis Papua,Madya,0,3,3455
584,71069,Universitas Yudharta Pasuruan,Madya,0,3,2096
585,72003,IKIP Widya Darma,Pratama,0,3,8244254
586,172022,Institut Az Zuhra,Pratama,0,3,8244803
587,92043,Institut Batari Toja Bone,Pratama,0,3,8245146
588,32015,Institut Bisnis dan Informatika (IBI) Kosgoro 1957,Pratama,0,3,1121
589,32009,Institut Bisnis dan Informatika Kwik Kian Gie,Pratama,0,3,1113
590,32014,Institut Bisnis dan Multimedia Asmi Jakarta,Pratama,0,3,1120
591,12010,Institut Bisnis Informasi Teknologi dan Bisnis,Pratama,0,3,3205
592,42010,Institut Bisnis Muhammadiyah Bekasi,Pratama,0,3,1455
593,32012,Institut Bisnis Nusantara,Pratama,0,3,1116
594,22018,Institut Citra Internasional,Pratama,0,3,956
595,92037,Institut Cokroaminoto Pinrang,Pratama,0,3,8245032
596,42022,Institut Digital Ekonomi LPKIA,Pratama,0,3,8244541
597,152006,Institut Filsafat dan Teknologi Kreatif Ledalero,Pratama,0,3,2422
598,72029,Institut Ilmu Kesehatan Nahdlatul Ulama Tuban,Pratama,0,3,2249
599,92012,Institut Ilmu Kesehatan Pelamonia Kesdam XIV/ Hasanuddin,Pratama,0,3,2749
600,32005,Institut Ilmu Sosial dan Ilmu Politik Jakarta,Pratama,0,3,1110
601,32017,Institut Ilmu Sosial dan Manajemen STIAMI,Pratama,0,3,1064
602,72014,Institut Informatika Indonesia Surabaya,Pratama,0,3,2128
603,62016,Institut Karya Mulia Bangsa,Pratama,0,3,8245017
604,152002,Institut Keguruan dan Teknologi Larantuka,Pratama,0,3,2399
605,42029,Institut Kesehatan dan Bisnis Annisa,Pratama,0,3,8244939
606,92008,Institut Kesehatan dan Bisnis St. Fatimah Mamuju,Pratama,0,3,8244522
607,72028,Institut Kesehatan dan Bisnis Surabaya,Pratama,0,3,8244683
608,162002,Institut Kesehatan dan Teknologi Graha Medika,Pratama,0,3,2739
609,32029,Institut Kesehatan dan Teknologi Pondok Karya Pembangunan,Pratama,0,3,1232
610,12007,Institut Kesehatan Deli Husada Deli Tua,Pratama,0,3,8122
611,12006,Institut Kesehatan Helvetia,Pratama,0,3,669
612,172024,Institut Kesehatan Helvetia Pekanbaru,Pratama,0,3,8245020
613,32032,Institut Kesehatan Hermina,Pratama,0,3,8244810
614,12008,Institut Kesehatan Medistra Lubuk Pakam,Pratama,0,3,670
615,172006,Institut Kesehatan Mitra Bunda,Pratama,0,3,3021
616,42017,Institut Kesehatan Rajawali,Pratama,0,3,1665
617,12013,Institut Kesehatan Sumatera Utara,Pratama,0,3,673
618,32002,Institut Kesenian Jakarta,Pratama,0,3,1108
619,32025,Institut Komunikasi dan Bisnis LSPR,Pratama,0,3,1183
620,22007,Institut Maritim Prasetiya Mandiri,Pratama,0,3,8244421
621,32037,Institut Media Digital Emtek,Pratama,0,3,8245155
622,12016,Institut Modern Arsitektur dan Teknologi,Pratama,0,3,8244685
623,42031,Institut Pangeran Dharma Kusuma,Pratama,0,3,8244949
624,32036,Institut Pariwisata Tedja Indonesia,Pratama,0,3,8245208
625,82008,Institut Pendidikan Nusantara Global,Pratama,0,3,8303
626,152007,Institut Pendidikan Soe,Pratama,0,3,2474
627,42032,Institut Prima Bangsa,Pratama,0,3,8244969
628,122002,Institut Sains dan Kependidikan Kie Raha Maluku Utara,Pratama,0,3,8244945
629,32008,Institut Sains dan Teknologi Al-Kamal,Pratama,0,3,1112
630,112007,Institut Sains dan Teknologi Muhammadiyah Tarakan,Pratama,0,3,8244714
631,32004,Institut Sains dan Teknologi Nasional,Pratama,0,3,1109
632,12004,Institut Sains dan Teknologi Td Pardede,Pratama,0,3,613
633,72041,Institut Sains Teknologi dan Kesehatan Insan Cendekia Husada Bojonegoro,Pratama,0,3,2258
634,2011,Institut Seni Budaya Indonesia Aceh,Pratama,0,3,1114
635,2012,Institut Seni Budaya Indonesia Tanah Papua,Pratama,0,3,1477
636,32038,Institut Sosial dan Teknologi Widuri,Pratama,0,3,8245213
637,32034,Institut Tarumanagara,Pratama,0,3,8244922
638,2015,Institut Teknologi Bacharuddin Jusuf Habibie,Pratama,0,3,2129
639,62008,Institut Teknologi Bisnis AAS Indonesia,Pratama,0,3,8244319
640,22016,Institut Teknologi Bisnis dan Bahasa Dian Cipta Cendikia,Pratama,0,3,8244765
641,32007,Institut Teknologi Budi Utomo,Pratama,0,3,1096
642,32021,Institut Teknologi Calvin,Pratama,0,3,8244400
643,32023,Institut Teknologi dan Bisnis Ahmad Dahlan,Pratama,0,3,1176
644,72027,Institut Teknologi dan Bisnis Ahmad Dahlan Lamongan,Pratama,0,3,2205
645,42018,Institut Teknologi dan Bisnis Bina Sarana Global,Pratama,0,3,1644
646,22019,Institut Teknologi dan Bisnis Bina Sriwijaya Palembang,Pratama,0,3,8245067
647,12011,Institut Teknologi dan Bisnis Indonesia,Pratama,0,3,3571
648,172019,Institut Teknologi dan Bisnis Indragiri,Pratama,0,3,8244989
649,122001,Institut Teknologi dan Bisnis STIKOM Ambon,Pratama,0,3,3340
650,32027,Institut Teknologi dan Bisnis Swadharma,Pratama,0,3,1153
651,72037,Institut Teknologi dan Bisnis Tuban,Pratama,0,3,8244668
652,72040,Institut Teknologi dan Bisnis Yadika Pasuruan,Pratama,0,3,8244567
653,92004,Institut Teknologi dan Kesehatan Avicenna,Pratama,0,3,2674
654,82022,Institut Teknologi dan Kesehatan Bintang Persada,Pratama,0,3,8244766
655,12021,Institut Teknologi dan Kesehatan Ika Bina,Pratama,0,3,3580
656,42028,Institut Teknologi dan Kesehatan Mahardika,Pratama,0,3,1589
657,92011,Institut Teknologi dan Kesehatan Permata Ilmu Maros,Pratama,0,3,8244472
658,12014,Institut Teknologi dan Kesehatan Sumatera Utara,Pratama,0,3,3574
659,82016,Institut Teknologi dan Pendidikan Markandeya Bali,Pratama,0,3,2460
660,22009,Institut Teknologi dan Sains Nahdlatul Ulama Lampung,Pratama,0,3,8244708
661,62004,Institut Teknologi dan Sains Nahdlatul Ulama Pekalongan,Pratama,0,3,8444
662,42006,Institut Teknologi Harapan Bangsa,Pratama,0,3,1454
663,92017,Institut Teknologi Kesehatan dan Sains Muhammadiyah Sidrap,Pratama,0,3,2734
664,114104,Institut Teknologi Kesehatan dan Sains Wiyata Husada Samarinda,Pratama,0,3,3216
665,72031,Institut Teknologi Kesehatan Malang Widya Cipta Husada,Pratama,0,3,2256
666,162001,Institut Teknologi Minaesa,Pratama,0,3,2576
667,172020,Institut Teknologi Mitra Gama,Pratama,0,3,3062
668,42027,Institut Teknologi Petroleum Balongan,Pratama,0,3,8244769
669,72039,Institut Teknologi Sains dan Kesehatan Insan Cendekia Medika Jombang,Pratama,0,3,8244565
670,82020,Institut Teknologi Sosial dan Kesehatan Muhammadiyah Selong,Pratama,0,3,8244620
671,52005,Institut Teknologi Yogyakarta,Pratama,0,3,1889
672,72026,"Institut Teknologi, Sains, dan Kesehatan RS.DR. Soepraoen Kesdam V/BRW",Pratama,0,3,2357
673,92035,Institut Turatea Indonesia,Pratama,0,3,2631
674,93015,Sekolah Tinggi Filsafat Theologia Jaffray,Pratama,0,3,2589
675,63022,Sekolah Tinggi Ilmu Ekonomi AMA,Pratama,0,3,308
676,33038,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,Pratama,0,3,1141
677,33060,Sekolah Tinggi Ilmu Ekonomi Bisnis Indonesia,Pratama,0,3,1150
678,63008,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,Pratama,0,3,282
679,73004,Sekolah Tinggi Ilmu Ekonomi Mahardhika,Pratama,0,3,2135
680,23077,Sekolah Tinggi Ilmu Kesehatan (STIKES) Tri Mandiri Sakti Bengkulu,Pratama,0,3,920
681,33173,Sekolah Tinggi Ilmu Kesehatan Abdi Nusantara,Pratama,0,3,1227
682,23080,Sekolah Tinggi Ilmu Kesehatan Al Ma arif,Pratama,0,3,924
683,13208,Sekolah Tinggi Ilmu Kesehatan Arta Kabanjahe,Pratama,0,3,8244875
684,43389,Sekolah Tinggi Ilmu Kesehatan Bhakti Husada Cikarang,Pratama,0,3,8244758
685,63069,Sekolah Tinggi Ilmu Kesehatan Bina Cipta Husada Purwokerto,Pratama,0,3,176
686,13122,Sekolah Tinggi Ilmu Kesehatan Binalita Sudama,Pratama,0,3,679
687,43284,Sekolah Tinggi Ilmu Kesehatan Budhi Luhur Cimahi,Pratama,0,3,1645
688,23145,Sekolah Tinggi Ilmu Kesehatan Budi Mulia Sriwijaya,Pratama,0,3,8244791
689,43178,Sekolah Tinggi Ilmu Kesehatan Cirebon,Pratama,0,3,1561
690,13214,Sekolah Tinggi Ilmu Kesehatan Darmo,Pratama,0,3,741
691,13162,Sekolah Tinggi Ilmu Kesehatan Flora,Pratama,0,3,693
692,163056,Sekolah Tinggi Ilmu Kesehatan Gunung Maria Tomohon,Pratama,0,3,2825
693,73139,Sekolah Tinggi Ilmu Kesehatan Husada Jombang,Pratama,0,3,2242
694,113097,Sekolah Tinggi Ilmu Kesehatan Intan Martapura,Pratama,0,3,3292
695,63060,Sekolah Tinggi Ilmu Kesehatan Kendal,Pratama,0,3,126
696,73152,Sekolah Tinggi Ilmu Kesehatan Kendedes,Pratama,0,3,2252
697,73123,Sekolah Tinggi Ilmu Kesehatan Majapahit,Pratama,0,3,2227
698,123052,Sekolah Tinggi Ilmu Kesehatan Makariwo Halmahera,Pratama,0,3,3334
699,23111,Sekolah Tinggi Ilmu Kesehatan Mitra Adiguna,Pratama,0,3,948
700,33209,Sekolah Tinggi Ilmu Kesehatan Mitra Keluarga,Pratama,0,3,1257
701,133053,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Aceh,Pratama,0,3,8244002
702,113098,Sekolah Tinggi Ilmu Kesehatan Mutiara Mahakam Samarinda,Pratama,0,3,3280
703,23139,Sekolah Tinggi Ilmu Kesehatan Panca Bhakti,Pratama,0,3,1007
704,73144,Sekolah Tinggi Ilmu Kesehatan Pemkab Jombang,Pratama,0,3,2246
705,33190,Sekolah Tinggi Ilmu Kesehatan Pertamedika,Pratama,0,3,1241
706,73184,Sekolah Tinggi Ilmu Kesehatan Rajekwesi Bojonegoro,Pratama,0,3,2307
707,43386,Sekolah Tinggi Ilmu Kesehatan RS Dustira,Pratama,0,3,8244709
708,33217,Sekolah Tinggi Ilmu Kesehatan RS Husada,Pratama,0,3,1356
709,33220,Sekolah Tinggi Ilmu Kesehatan RSPAD Gatot Soebroto,Pratama,0,3,1373
710,73188,Sekolah Tinggi Ilmu Kesehatan Rustida,Pratama,0,3,8244537
711,23140,Sekolah Tinggi Ilmu Kesehatan Sapta Bakti,Pratama,0,3,1031
712,13207,Sekolah Tinggi Ilmu Kesehatan Sehat Medan,Pratama,0,3,745
713,63119,Sekolah Tinggi Ilmu Kesehatan Serulingmas,Pratama,0,3,8469
714,23097,Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Pratama,0,3,937
715,93157,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar,Pratama,0,3,2717
716,33224,Sekolah Tinggi Ilmu Kesehatan Sumber Waras,Pratama,0,3,1369
717,63116,Sekolah Tinggi Ilmu Kesehatan Tujuh Belas,Pratama,0,3,327
718,43282,Sekolah Tinggi Ilmu Kesehatan Widya Dharma Husada Tangerang,Pratama,0,3,1643
719,73160,Sekolah Tinggi Ilmu Kesehatan William Booth,Pratama,0,3,2260
720,93134,Sekolah Tinggi Ilmu Kesehatan Yapika,Pratama,0,3,2695
721,33138,Sekolah Tinggi Ilmu Maritim Ami,Pratama,0,3,1203
722,33014,Sekolah TInggi Keguruan dan Ilmu Pendidikan Kusuma Negara,Pratama,0,3,1130
723,113067,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Melawi,Pratama,0,3,3212
724,43186,Sekolah Tinggi Kesehatan Indonesia Wirautama,Pratama,0,3,1566
725,33152,Sekolah Tinggi Manajemen Asuransi Trisakti,Pratama,0,3,1213
726,33226,Sekolah Tinggi Manajemen Pariwisata dan Logistik Lentera Mondial,Pratama,0,3,8244869
727,53049,Sekolah Tinggi Maritim Yogyakarta,Pratama,0,3,1937
728,53020,Sekolah Tinggi Pariwisata Ampta Yogyakarta,Pratama,0,3,1905
729,153035,Sekolah Tinggi Pertanian Flores Bajawa,Pratama,0,3,8244454
730,73057,Sekolah Tinggi Teknik Malang,Pratama,0,3,2182
731,43044,Sekolah Tinggi Teknologi Bina Tunggal,Pratama,0,3,8244645
732,53018,Sekolah Tinggi Teknologi Kedirgantaraan,Pratama,0,3,1903
733,43040,Sekolah Tinggi Teknologi Mandala,Pratama,0,3,1476
734,113049,Sekolah Tinggi Teknologi Migas,Pratama,0,3,3195
735,93171,STIKES Amanah Makassar,Pratama,0,3,2730
736,73137,STIKES Banyuwangi,Pratama,0,3,2240
737,73162,STIKES Bhakti Husada Mulia,Pratama,0,3,2262
738,93149,STIKES Bhakti Pertiwi Luwu Raya,Pratama,0,3,2709
739,83050,STIKES Bina Usada Bali,Pratama,0,3,2448
740,113089,STIKES Borneo Cendekia Medika,Pratama,0,3,3233
741,133030,STIKES Darussalam Lhokseumawe,Pratama,0,3,3390
742,113084,STIKES Eka Harap,Pratama,0,3,3228
743,53042,STIKES Guna Bangsa Yogyakarta,Pratama,0,3,1923
744,73159,STIKES Hutama Abdi Husada Tulungagung,Pratama,0,3,2259
745,113081,STIKES Kapuas Raya,Pratama,0,3,3225
746,43298,STIKES Karsa Husada Garut,Pratama,0,3,1657
747,73133,STIKES Katolik St Vincentius A Paulo Surabaya,Pratama,0,3,2236
748,123058,STIKES Maluku Husada,Pratama,0,3,3338
749,153017,STIKES Maranatha Kupang,Pratama,0,3,2466
750,133033,STIKES Medika Nurul Islam,Pratama,0,3,3393
751,63096,STIKES Mitra Husada Karanganyar,Pratama,0,3,224
752,133031,STIKES Muhammadiyah Lhokseumawe,Pratama,0,3,3391
753,73178,STIKES Panti Waluya Malang,Pratama,0,3,2319
754,173116,STIKES Pekanbaru Medical Center,Pratama,0,3,3016
755,43348,STIKES Prima Indonesia,Pratama,0,3,1701
756,103104,STIKES Ranah Minang,Pratama,0,3,3007
757,73142,STIKES RS Baptis Kediri,Pratama,0,3,2244
758,13185,STIKES Senior Medan,Pratama,0,3,710
759,173086,STIKES Tengku Maharatu,Pratama,0,3,2991
760,53041,STIKES Yogyakarta,Pratama,0,3,1922
761,23005,STISIPOL Candradimuka,Pratama,0,3,866
762,83006,STKIP Agama Hindu Amlapura,Pratama,0,3,2407
763,73167,STKIP Al Hikmah Surabaya,Pratama,0,3,2266
764,73129,STKIP Bina Insan Mandiri,Pratama,0,3,2233
765,83091,STKIP Harapan Bima,Pratama,0,3,2486
766,73170,STKIP Modern Ngawi,Pratama,0,3,2268
767,153028,STKIP Muhammadiyah Kalabahi,Pratama,0,3,8234
768,103022,STKIP Muhammadiyah Sungai Penuh,Pratama,0,3,2937
769,163014,STKIP PGRI Manado,Pratama,0,3,2627
