No,Kode PT,Nama Institusi,Klaster,Sinta Score Overall,Sinta Score 3Yr,Sinta ID Link
770,73065,STKIP PGRI Pacitan,Pratama,0,3,2188
771,73064,STKIP PGRI Sidoarjo,Pratama,0,3,2187
772,73051,STKIP PGRI Sumenep,Pratama,0,3,2176
773,73045,STKIP PGRI Trenggalek,Pratama,0,3,2171
774,153022,STKIP Sinar Pancasila,Pratama,0,3,2475
775,43344,STKIP Syekh Manshur,Pratama,0,3,1697
776,83051,STKIP Taman Siswa Bima,Pratama,0,3,2449
777,83062,STKIP Yapis Dompu,Pratama,0,3,2459
778,43198,STMIK Ganesha Bandung,Pratama,0,3,1577
779,43185,STMIK IKMI Cirebon,Pratama,0,3,1565
780,13118,STMIK Kaputama,Pratama,0,3,677
781,43232,STMIK Mercusuar,Pratama,0,3,1600
782,13147,STMIK Pelita Nusantara,Pratama,0,3,627
783,71035,Universitas 17 Agustus 1945 Banyuwangi,Pratama,0,3,2063
784,81013,Universitas 45 Mataram,Pratama,0,3,2376
785,71016,Universitas 45 Surabaya,Pratama,0,3,2046
786,161028,Universitas Abdul Azis Lamadjido,Pratama,0,3,8244779
787,101038,Universitas Adzkia,Pratama,0,3,3012
788,31057,Universitas Agung Podomoro,Pratama,0,3,1103
789,21031,Universitas Aisyah Pringsewu,Pratama,0,3,955
790,21053,Universitas Aisyiyah Palembang,Pratama,0,3,8245224
791,61034,Universitas AKI,Pratama,0,3,44
792,61065,Universitas Al Hikmah Jepara,Pratama,0,3,8244574
793,131017,Universitas Al Washliyah Darussalam Banda Aceh,Pratama,0,3,8245168
794,11026,Universitas Al-Azhar,Pratama,0,3,8250
795,41037,Universitas Al-ghifari,Pratama,0,3,1425
796,101055,Universitas Alifah Padang,Pratama,0,3,8245157
797,61062,Universitas Al-Irsyad Cilacap,Pratama,0,3,233
798,41092,Universitas Al-Khairiyah,Pratama,0,3,8244428
799,11017,Universitas Alwashliyah,Pratama,0,3,594
800,141011,Universitas Amal Ilmiah Yapis Wamena,Pratama,0,3,3328
801,11010,Universitas Amir Hamzah,Pratama,0,3,588
802,41147,Universitas An Nasher,Pratama,0,3,8245186
803,61053,Universitas An Nuur,Pratama,0,3,8244247
804,21043,Universitas Anak Bangsa,Pratama,0,3,8244834
805,91082,Universitas Andi Sudirman,Pratama,0,3,8244827
806,71116,Universitas Annuqayah,Pratama,0,3,8244940
807,111017,Universitas Antakusuma,Pratama,0,3,3146
808,71108,Universitas Anwar Medika,Pratama,0,3,2271
809,31083,Universitas Ary Ginanjar,Pratama,0,3,8244958
810,151014,Universitas Aryasatya Deo Muri,Pratama,0,3,8350
811,31076,Universitas Asa Indonesia,Pratama,0,3,8244734
812,11053,Universitas Audi Indonesia,Pratama,0,3,8244317
813,11051,Universitas Aufa Royhan,Pratama,0,3,694
814,171041,Universitas Awal Bros,Pratama,0,3,8244621
815,71078,Universitas Bakti Indonesia,Pratama,0,3,2105
816,41048,Universitas Bale Bandung,Pratama,0,3,1435
817,81039,Universitas Bali Dwipa,Pratama,0,3,8233
818,81046,Universitas Bali Internasional,Pratama,0,3,2401
819,141020,Universitas Baliem Papua,Pratama,0,3,8244979
820,121024,Universitas Banda Naira,Pratama,0,3,8244623
821,41128,Universitas Bandung,Pratama,0,3,1541
822,41119,Universitas Bani Saleh,Pratama,0,3,8244763
823,171010,Universitas Batam,Pratama,0,3,486
824,11055,Universitas Battuta,Pratama,0,3,8244322
825,41132,Universitas Bhakti Asih Tangerang,Pratama,0,3,8245102
826,41142,Universitas Bhakti Husada Indonesia,Pratama,0,3,8245104
827,61063,Universitas Bhamada Slawi,Pratama,0,3,8244543
828,71127,Universitas Bhinneka Nusantara,Pratama,0,3,8245202
829,71101,Universitas Bhinneka PGRI,Pratama,0,3,2166
830,71093,Universitas Billfath,Pratama,0,3,8110
831,81052,Universitas Bima Internasional MFH,Pratama,0,3,8245225
832,161023,Universitas Bina Mandiri Gorontalo,Pratama,0,3,8244291
833,161025,Universitas Bina Taruna Gorontalo,Pratama,0,3,8244483
834,41081,Universitas Binaniaga Indonesia,Pratama,0,3,1491
835,71046,Universitas Bojonegoro,Pratama,0,3,2074
836,71037,Universitas Bondowoso,Pratama,0,3,2065
837,111031,Universitas Borneo Lestari,Pratama,0,3,8244578
838,11056,Universitas Budi Darma,Pratama,0,3,8244538
839,121017,Universitas Bumi Hijrah Tidore,Pratama,0,3,3314
840,131016,Universitas Bumi Persada,Pratama,0,3,8244789
841,111029,Universitas Cahaya Bangsa,Pratama,0,3,3196
842,91084,Universitas Cahaya Prima,Pratama,0,3,2672
843,31084,Universitas Cakrawala,Pratama,0,3,8245014
844,41086,Universitas Cendekia Abditama,Pratama,0,3,8244512
845,51029,Universitas Cendekia Mitra Indonesia,Pratama,0,3,8244624
846,41089,Universitas Cipasung Tasikmalaya,Pratama,0,3,8244535
847,131018,Universitas Cipta Mandiri,Pratama,0,3,8245011
848,151015,Universitas Citra Bangsa,Pratama,0,3,2458
849,51006,Universitas Cokroaminoto Yogyakarta,Pratama,0,3,1871
850,81028,Universitas Cordova,Pratama,0,3,2388
851,71023,Universitas Darul Ulum,Pratama,0,3,2052
852,41140,Universitas Darul Ma`arif,Pratama,0,3,8245189
853,31074,Universitas Darunnajah,Pratama,0,3,8244679
854,111018,Universitas Darwan Ali,Pratama,0,3,3147
855,11059,Universitas Deli Sumatera,Pratama,0,3,8244487
856,11070,Universitas Deztron Indonesia,Pratama,0,3,8245126
857,41146,Universitas Dharma Indonesia,Pratama,0,3,8245181
858,101027,Universitas Dharmas Indonesia,Pratama,0,3,2914
859,31066,Universitas Dian Nusantara,Pratama,0,3,602
860,141017,Universitas Doktor Husni Ingratubun Papua,Pratama,0,3,8244871
861,121023,Universitas Doktor Husni Ingratubun Tual,Pratama,0,3,8244563
862,71092,Universitas Doktor Nugroho Magetan,Pratama,0,3,2261
863,121026,Universitas Dr. Djar Wattiheluw,Pratama,0,3,8245101
864,71107,Universitas dr. Soebandi,Pratama,0,3,2253
865,171049,Universitas Dumai,Pratama,0,3,8244842
866,161005,Universitas Dumoga Kotamobagu,Pratama,0,3,2540
867,11044,Universitas Efarina,Pratama,0,3,608
868,41070,Universitas Faletehan,Pratama,0,3,1557
869,91091,Universitas Famika,Pratama,0,3,2675
870,71051,Universitas Gajayana,Pratama,0,3,2079
871,101043,Universitas Graha Karya Muara Bulian,Pratama,0,3,8244713
872,71020,Universitas Gresik,Pratama,0,3,2050
873,51017,Universitas Gunung Kidul,Pratama,0,3,8244929
874,131009,Universitas Gunung Leuser,Pratama,0,3,3360
875,81015,Universitas Gunung Rinjani,Pratama,0,3,2378
876,71114,Universitas Hafshawaty Zainul Hasan,Pratama,0,3,8245041
877,41066,Universitas Halim Sanusi,Pratama,0,3,8244313
878,121015,Universitas Halmahera,Pratama,0,3,3313
879,91077,Universitas Handayani Makassar,Pratama,0,3,2638
880,121019,Universitas Hein Namotemo,Pratama,0,3,3316
881,41127,Universitas Horizon Indonesia,Pratama,0,3,8244847
882,31001,Universitas Ibnu Chaldun,Pratama,0,3,3353
883,161029,Universitas Ichsan Gorontalo Utara,Pratama,0,3,8244768
884,41112,Universitas Ichsan Satya,Pratama,0,3,8244738
885,91073,Universitas Ichsan Sidenreng Rappang,Pratama,0,3,8244297
886,11054,Universitas Imelda Medan,Pratama,0,3,457
887,21048,Universitas Indonesia Mandiri,Pratama,0,3,8245152
888,91034,Universitas Indonesia Timur,Pratama,0,3,2560
889,41084,Universitas Insan Cendekia Mandiri,Pratama,0,3,1405
890,31070,Universitas Insan Cita Indonesia,Pratama,0,3,8244712
891,41106,Universitas Internasional Jakarta,Pratama,0,3,8244699
892,141014,Universitas Internasional Papua,Pratama,0,3,8244793
893,121007,Universitas Iqra Buru,Pratama,0,3,3312
894,131002,Universitas Iskandar Muda,Pratama,0,3,3354
895,81012,Universitas Islam Al-azhar,Pratama,0,3,2375
896,71070,Universitas Islam Balitar,Pratama,0,3,2097
897,71062,Universitas Islam Darul `ulum,Pratama,0,3,2089
898,71034,Universitas Islam Jember,Pratama,0,3,2062
899,131012,Universitas Islam Kebangsaan Indonesia,Pratama,0,3,8278
900,11028,Universitas Islam Labuhan Batu,Pratama,0,3,8244426
901,71066,Universitas Islam Majapahit,Pratama,0,3,2092
902,51030,Universitas Islam Mulia Yogyakarta,Pratama,0,3,8244967
903,21022,Universitas Islam Ogan Komering Ilir Kayuagung,Pratama,0,3,8244676
904,71084,Universitas Islam Raden Rahmat,Pratama,0,3,2113
905,101022,Universitas Islam Sumatera Barat,Pratama,0,3,2909
906,61049,Universitas Ivet,Pratama,0,3,22
907,31005,Universitas Jakarta,Pratama,0,3,3357
908,31079,Universitas Jakarta Internasional,Pratama,0,3,8244928
909,21017,Universitas Kader Bangsa,Pratama,0,3,849
910,71083,Universitas Kahuripan Kediri,Pratama,0,3,2111
911,31082,Universitas Kalbis,Pratama,0,3,8244849
912,111019,Universitas Kaltara,Pratama,0,3,3148
913,111014,Universitas Kapuas,Pratama,0,3,3144
914,171020,Universitas Karimun,Pratama,0,3,2907
915,41076,Universitas Kartamulia Purwakarta,Pratama,0,3,8245028
916,61064,Universitas Karya Husada Semarang,Pratama,0,3,132
917,91081,Universitas Karya Persada Muna,Pratama,0,3,8244677
918,151010,Universitas Karyadarma Kupang,Pratama,0,3,2391
919,111032,Universitas Katolik Santo Agustinus Hippo,Pratama,0,3,8244576
920,151017,Universitas Katolik Weetebula,Pratama,0,3,8244929
921,71026,Universitas Katolik Widya Karya,Pratama,0,3,2055
922,71121,Universitas Kepanjen,Pratama,0,3,8245154
923,71098,Universitas KH. Bahaudin Mudhary Madura,Pratama,0,3,8322
924,41102,Universitas Koperasi Indonesia,Pratama,0,3,1451
925,71029,Universitas Kristen Cipta Wacana,Pratama,0,3,3026
926,111010,Universitas Kristen Palangka Raya,Pratama,0,3,3141
927,141005,Universitas Kristen Papua,Pratama,0,3,3457
928,61072,Universitas Kristen Teknologi Solo,Pratama,0,3,8244888
929,161017,Universitas Kristen Tentena,Pratama,0,3,2567
930,151012,Universitas Kristen Wira Wacana Sumba,Pratama,0,3,2393
931,91093,Universitas Kurnia Jaya Persada,Pratama,0,3,8245210
932,61055,Universitas Kusuma Husada Surakarta,Pratama,0,3,221
933,91072,Universitas Lamappapoleonro,Pratama,0,3,8244525
934,121022,Universitas Lelemuku Saumlaki,Pratama,0,3,8244676
935,21047,Universitas Lembah Dempo,Pratama,0,3,8244980
936,31080,Universitas LIA,Pratama,0,3,8244809
937,41120,Universitas Linggabuana PGRI Sukabumi,Pratama,0,3,8244715
938,41058,Universitas Lintas Internasional Indonesia,Pratama,0,3,1415
939,61040,Universitas Ma'arif Nahdlatul Ulama Kebumen,Pratama,0,3,1991
940,51033,Universitas Madani,Pratama,0,3,8245065
941,71122,Universitas Madani Indonesia,Pratama,0,3,8245048
942,51026,Universitas Mahakarya Asia,Pratama,0,3,8244369
943,81001,Universitas Mahendradatta,Pratama,0,3,2363
944,11062,Universitas Mahkota Tricom Unggul,Pratama,0,3,8244011
945,41090,Universitas Mandiri,Pratama,0,3,8244496
946,11064,Universitas Mandiri Bina Prestasi,Pratama,0,3,8244527
947,41118,Universitas Mangku Wiyata,Pratama,0,3,8244753
948,61056,Universitas Maritim AMNI,Pratama,0,3,8244272
949,41073,Universitas Ma'soem,Pratama,0,3,8425
950,41116,Universitas Matana,Pratama,0,3,1105
951,41125,Universitas Mayasari Bakti,Pratama,0,3,8244790
952,71022,Universitas Mayjen Sungkono,Pratama,0,3,2051
953,81049,Universitas Mbojo Bima,Pratama,0,3,8244852
954,31071,Universitas Media Nusantara Citra,Pratama,0,3,8244519
955,41094,Universitas Medika Suherman,Pratama,0,3,1629
956,91067,Universitas Mega Buana Palopo,Pratama,0,3,2733
957,101042,Universitas Merangin,Pratama,0,3,8244694
958,71031,Universitas Merdeka Pasuruan,Pratama,0,3,2059
959,71006,Universitas Merdeka Surabaya,Pratama,0,3,2893
960,11060,Universitas Mikroskil,Pratama,0,3,8244468
961,31081,Universitas Mitra Bangsa,Pratama,0,3,8244884
962,21029,Universitas Mitra Indonesia,Pratama,0,3,916
963,71033,Universitas Mochammad Sroedji,Pratama,0,3,2965
964,31059,Universitas Mohammad Husni Thamrin Jakarta,Pratama,0,3,1104
965,101026,Universitas Mohammad Natsir Bukittinggi,Pratama,0,3,2913
966,31024,Universitas Mpu Tantular,Pratama,0,3,1072
967,101016,Universitas Muara Bungo,Pratama,0,3,2903
968,41101,Universitas Muhammadiyah A.R. Fachruddin,Pratama,0,3,8244646
969,41138,Universitas Muhammadiyah Ahmad Dahlan Cirebon,Pratama,0,3,8245063
970,11071,Universitas Muhammadiyah Asahan,Pratama,0,3,8245159
971,41064,Universitas Muhammadiyah Bandung,Pratama,0,3,4508
972,21036,Universitas Muhammadiyah Bangka Belitung,Pratama,0,3,959
973,41080,Universitas Muhammadiyah Banten,Pratama,0,3,1667
974,91086,Universitas Muhammadiyah Barru,Pratama,0,3,8245046
975,111030,Universitas Muhammadiyah Berau,Pratama,0,3,3179
976,41113,Universitas Muhammadiyah Bogor Raya,Pratama,0,3,1679
977,61077,Universitas Muhammadiyah Brebes,Pratama,0,3,8245174
978,41137,Universitas Muhammadiyah Cileungsi,Pratama,0,3,8245099
979,61061,Universitas Muhammadiyah Gombong,Pratama,0,3,191
980,61070,Universitas Muhammadiyah Karanganyar,Pratama,0,3,8244604
981,61067,Universitas Muhammadiyah Kendal Batang,Pratama,0,3,8244744
982,61066,Universitas Muhammadiyah Klaten,Pratama,0,3,8244503
983,21035,Universitas Muhammadiyah Kotabumi,Pratama,0,3,8244008
984,61050,Universitas Muhammadiyah Kudus,Pratama,0,3,210
985,41136,Universitas Muhammadiyah Kuningan,Pratama,0,3,8245022
986,151004,Universitas Muhammadiyah Kupang,Pratama,0,3,488
987,21002,Universitas Muhammadiyah Lampung,Pratama,0,3,3308
988,71102,Universitas Muhammadiyah Madiun,Pratama,0,3,2169
989,131014,Universitas Muhammadiyah Mahakarya Aceh,Pratama,0,3,8244556
990,121020,Universitas Muhammadiyah Maluku,Pratama,0,3,8244429
991,91071,Universitas Muhammadiyah Mamuju,Pratama,0,3,2643
992,151018,Universitas Muhammadiyah Maumere,Pratama,0,3,2398
993,141012,Universitas Muhammadiyah Papua,Pratama,0,3,3476
994,61081,Universitas Muhammadiyah PKU Surakarta,Pratama,0,3,8245219
995,111033,Universitas Muhammadiyah Sampit,Pratama,0,3,8244784
996,91064,Universitas Muhammadiyah Sinjai,Pratama,0,3,8244324
997,61076,Universitas Muhammadiyah Tegal,Pratama,0,3,8245005
998,111026,Universitas Mulia,Pratama,0,3,8250
999,11067,Universitas Murni Teguh,Pratama,0,3,8244828
1000,21025,Universitas Musi Rawas,Pratama,0,3,857
1001,91062,Universitas Muslim Buton,Pratama,0,3,8244250
1002,171047,Universitas Nagoya Indonesia,Pratama,0,3,8244726
1003,61041,Universitas Nahdlatul Ulama Al Ghazali Cilacap,Pratama,0,3,53
1004,71090,Universitas Nahdlatul Ulama Blitar,Pratama,0,3,4811
1005,41054,Universitas Nahdlatul Ulama Cirebon,Pratama,0,3,1442
1006,161020,Universitas Nahdlatul Ulama Gorontalo,Pratama,0,3,8244392
1007,31061,Universitas Nahdlatul Ulama Indonesia,Pratama,0,3,8113
1008,111022,Universitas Nahdlatul Ulama Kalimantan Barat,Pratama,0,3,3151
1009,111021,Universitas Nahdlatul Ulama Kalimantan Selatan,Pratama,0,3,3150
1010,111020,Universitas Nahdlatul Ulama Kalimantan Timur,Pratama,0,3,3149
1011,21026,Universitas Nahdlatul Ulama Lampung,Pratama,0,3,858
1012,121021,Universitas Nahdlatul Ulama Maluku Utara,Pratama,0,3,8244688
1013,81032,Universitas Nahdlatul Ulama Nusa Tenggara Barat,Pratama,0,3,2392
1014,71113,Universitas Nahdlatul Ulama Pasuruan,Pratama,0,3,8244982
1015,61045,Universitas Nahdlatul Ulama Purwokerto,Pratama,0,3,8256
1016,91050,Universitas Nahdlatul Ulama Sulawesi Tenggara,Pratama,0,3,2574
1017,11047,Universitas Nahdlatul Ulama Sumatera Utara,Pratama,0,3,611
1018,61028,Universitas Nahdlatul Ulama Surakarta,Pratama,0,3,8244779
1019,51023,Universitas Nahdlatul Ulama Yogyakarta,Pratama,0,3,1989
1020,81014,Universitas Nahdlatul Wathan Mataram,Pratama,0,3,2377
1021,141009,Universitas Nani Bili Nusantara,Pratama,0,3,3461
1022,61046,Universitas Nasional Karangturi Semarang,Pratama,0,3,8427
1023,41031,Universitas Nasional Pasim,Pratama,0,3,1419
1024,71110,Universitas Nazhatut Thullab Al-Muafa Sampang,Pratama,0,3,8244797
1025,81051,Universitas Nggusuwaru,Pratama,0,3,8245161
1026,121004,Universitas Nuku,Pratama,0,3,3310
1027,121025,Universitas Nurul Hasan Bacan,Pratama,0,3,8244851
1028,131015,Universitas Nurul Hasanah Kutacane,Pratama,0,3,8244601
1029,21038,Universitas Nurul Huda,Pratama,0,3,946
1030,151007,Universitas Nusa Lontar Rote,Pratama,0,3,2384
1031,51032,Universitas Nusa Megarkencana,Pratama,0,3,8245042
1032,151008,Universitas Nusa Nipa,Pratama,0,3,2385
1033,161007,Universitas Nusantara Manado,Pratama,0,3,2548
1034,141013,Universitas Okmin Papua,Pratama,0,3,8244853
1035,111028,Universitas Oso,Pratama,0,3,8244426
1036,141008,Universitas Ottow Geissler,Pratama,0,3,3460
1037,21006,Universitas Palembang,Pratama,0,3,837
1038,41078,Universitas Panca Sakti Bekasi,Pratama,0,3,1677
1039,61021,Universitas Pandanaran,Pratama,0,3,8244234
1040,141016,Universitas Papua Madani Jayapura,Pratama,0,3,8244990
1041,161024,Universitas Parna Raya,Pratama,0,3,8244640
1042,121018,Universitas Pasifik Morotai,Pratama,0,3,3315
1043,21033,Universitas Pat Petulai,Pratama,0,3,933
1044,91047,Universitas Patria Artha,Pratama,0,3,2572
1045,71052,Universitas Pawyatan Daha,Pratama,0,3,8245122
1046,91048,Universitas Pejuang Republik Indonesia,Pratama,0,3,2527
1047,161012,Universitas Pembangunan Indonesia Manado,Pratama,0,3,2556
1048,141010,Universitas Pendidikan Muhammadiyah Sorong,Pratama,0,3,3483
1049,91008,Universitas Pepabri Makassar,Pratama,0,3,2534
1050,61042,Universitas Peradaban,Pratama,0,3,1993
1051,171053,Universitas Persada Bunda Indonesia,Pratama,0,3,8245182
1052,151013,Universitas Persatuan Guru 1945 NTT,Pratama,0,3,1987
1053,41083,Universitas Persatuan Islam,Pratama,0,3,1552
1054,21045,Universitas Pertiba,Pratama,0,3,8244794
1055,41108,Universitas Pertiwi,Pratama,0,3,8244710
1056,61051,Universitas Perwira Purbalingga,Pratama,0,3,8466
1057,71123,Universitas PGRI Mpu Sindok,Pratama,0,3,8245149
1058,111015,Universitas PGRI Palangka Raya,Pratama,0,3,3145
1059,61071,Universitas Pignatelli Triputra,Pratama,0,3,8244696
1060,161021,Universitas Pohuwato,Pratama,0,3,8244234
1061,21041,Universitas Prabumulih,Pratama,0,3,8244564
1062,41039,Universitas Pramita Indonesia,Pratama,0,3,1427
1063,101046,Universitas Prima Nusantara Bukittinggi,Pratama,0,3,3020
1064,41079,Universitas Primagraha,Pratama,0,3,8244326
1065,161019,Universitas Prisma,Pratama,0,3,4766
1066,41149,Universitas Prof Dr Hafiz MPH,Pratama,0,3,8245209
1067,51004,Universitas Proklamasi 45,Pratama,0,3,488
1068,11065,Universitas Putra Abadi Langkat,Pratama,0,3,8244561
1069,41035,Universitas Putra Indonesia,Pratama,0,3,1423
1070,81038,Universitas Qamarul Huda Badaruddin Bagu,Pratama,0,3,2447
1071,71097,Universitas Qomaruddin,Pratama,0,3,2228
1072,11048,Universitas Quality Berastagi,Pratama,0,3,4778
1073,21018,Universitas Ratu Samban,Pratama,0,3,3315
1074,171048,Universitas Riau Indonesia,Pratama,0,3,8245035
1075,171050,Universitas Rokania,Pratama,0,3,8244836
1076,61073,Universitas Safin Pati,Pratama,0,3,8244745
1077,131011,Universitas Sains Cut Nyak Dhien,Pratama,0,3,3362
1078,171052,Universitas Sains dan Teknologi Indonesia,Pratama,0,3,8245122
1079,61058,Universitas Sains dan Teknologi Komputer,Pratama,0,3,8244259
1080,41143,Universitas Sains Indonesia,Pratama,0,3,8245061
1081,91076,Universitas Sains Islam Al Mawaddah Warrahmah Kolaka,Pratama,0,3,8244690
1082,31073,Universitas Saintek Muhammadiyah,Pratama,0,3,8244582
1083,41135,Universitas Salakanagara,Pratama,0,3,8244998
1084,41100,Universitas Sali Al-Aitaam,Pratama,0,3,8244700
1085,151011,Universitas San Pedro,Pratama,0,3,8244275
1086,41123,Universitas Santo Borromeus,Pratama,0,3,8244759
1087,111036,Universitas Sapta Mandiri,Pratama,0,3,8245115
1088,111025,Universitas Sari Mulia,Pratama,0,3,8360
1089,161010,Universitas Sariputra Indonesia Tomohon,Pratama,0,3,2553
1090,41124,Universitas Satu,Pratama,0,3,8244822
1091,21040,Universitas Satu Nusa Lampung,Pratama,0,3,8244600
1092,11066,Universitas Satya Terra Bhinneka,Pratama,0,3,8244672
1093,141004,Universitas Satya Wiyata Mandala,Pratama,0,3,3456
1094,31031,Universitas Satyagama,Pratama,0,3,1078
1095,91013,Universitas Sawerigading,Pratama,0,3,2539
1096,41126,Universitas Sehati Indonesia,Pratama,0,3,8244987
1097,61043,Universitas Selamat Sri,Pratama,0,3,8111
1098,141019,Universitas Sepuluh Nopember Papua,Pratama,0,3,8244970
1099,21042,Universitas Serasan,Pratama,0,3,8244663
1100,21046,Universitas Serelo Lahat,Pratama,0,3,8244820
1101,41121,Universitas Setia Budhi Rangkasbitung,Pratama,0,3,8244762
1102,31068,Universitas Siber Asia,Pratama,0,3,8244320
1103,51027,Universitas Siber Muhammadiyah,Pratama,0,3,8244532
1104,41139,Universitas Sindang Kasih Majalengka,Pratama,0,3,8245012
1105,91080,Universitas Sipatokkong Mambo,Pratama,0,3,8244838
1106,11018,Universitas Sisingamangaraja XII Tapanuli Utara,Pratama,0,3,3147
1107,71045,Universitas Soerjo,Pratama,0,3,2073
1108,61074,Universitas Sragen,Pratama,0,3,8245007
1109,151019,Universitas Stella Maris Sumba,Pratama,0,3,8244930
1110,41042,Universitas Subang,Pratama,0,3,1430
1111,61075,Universitas Sugeng Hartono,Pratama,0,3,8244933
1112,91015,Universitas Sulawesi Tenggara,Pratama,0,3,2541
1113,91079,Universitas Sulbar Manarang,Pratama,0,3,8244521
1114,61032,Universitas Sultan Fatah,Pratama,0,3,157
1115,21030,Universitas Sumatera Selatan,Pratama,0,3,8263
1116,71047,Universitas Sunan Bonang,Pratama,0,3,2075
1117,71007,Universitas Sunan Giri Surabaya,Pratama,0,3,2896
1118,61024,Universitas Surakarta,Pratama,0,3,206
1119,41056,Universitas Surya,Pratama,0,3,1444
1120,91078,Universitas Syekh Yusuf Al Makassari Gowa,Pratama,0,3,8244664
1121,81006,Universitas Tabanan,Pratama,0,3,2368
1122,31050,Universitas Tama Jagakarsa,Pratama,0,3,1095
1123,91090,Universitas Tamalatea Makassar,Pratama,0,3,2636
1124,41085,Universitas Tangerang Raya,Pratama,0,3,8244501
1125,31054,Universitas Tanri Abeng,Pratama,0,3,1100
1126,41141,Universitas Taruna Bakti,Pratama,0,3,8245030
1127,41134,Universitas Teknologi Bandung,Pratama,0,3,8245010
1128,41111,Universitas Teknologi Digital,Pratama,0,3,8244697
1129,81044,Universitas Teknologi Mataram,Pratama,0,3,8351
1130,31077,Universitas Teknologi Muhammadiyah Jakarta,Pratama,0,3,8244692
1131,41050,Universitas Teknologi Nusantara,Pratama,0,3,1438
1132,91040,Universitas Teknologi Sulawesi,Pratama,0,3,2565
1133,161016,Universitas Teknologi Sulawesi Utara,Pratama,0,3,2566
1134,71057,Universitas Teknologi Surabaya,Pratama,0,3,2085
1135,91046,Universitas Tomakaka,Pratama,0,3,2571
1136,81043,Universitas Triatma Mulya,Pratama,0,3,8244215
1137,151009,Universitas Tribuana Kalabahi,Pratama,0,3,2387
1138,161022,Universitas Trinita,Pratama,0,3,8273
1139,131010,Universitas Ubudiyah Indonesia,Pratama,0,3,3361
1140,171025,Universitas Universal,Pratama,0,3,2912
1141,41122,Universitas Utpadaka Swastika,Pratama,0,3,8244795
1142,141007,Universitas Victory Sorong,Pratama,0,3,3459
1143,71014,Universitas W R Supratman,Pratama,0,3,2902
1144,71087,Universitas Wahidiyah,Pratama,0,3,2116
1145,41047,Universitas Wanita Internasional,Pratama,0,3,1434
1146,141015,Universitas Werisar,Pratama,0,3,8244806
1147,111027,Universitas Widya Dharma Pontianak,Pratama,0,3,8244211
1148,61059,Universitas Widya Husada Semarang,Pratama,0,3,8244277
1149,71017,Universitas Widya Kartika,Pratama,0,3,2904
1150,161027,Universitas Widya Nusantara,Pratama,0,3,2729
1151,71011,Universitas Wijaya Putra,Pratama,0,3,2899
1152,91088,Universitas Wira Bhakti,Pratama,0,3,8244994
1153,21051,Universitas Wira Buana,Pratama,0,3,8245204
1154,11068,Universitas Wirahusada Medan,Pratama,0,3,8245165
1155,41105,Universitas Yatsi Madani,Pratama,0,3,1638
1156,41107,Universitas Yayasan Pendidikan Imam Bonjol Majalengka,Pratama,0,3,8244615
1157,71013,Universitas Yos Soedarso,Pratama,0,3,2901
1158,61069,Universitas YPPI Rembang,Pratama,0,3,303
1159,41099,Universitas Yuppentek Indonesia,Pratama,0,3,8244735
